"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"283-31776","01","195831","KILLAM &amp; GONZALEZ 299","2","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,43,"1116N","1116N",3100,36,100,"Administrative","No",43,0,635,0,0,0.785,60.2,38,"07/16/2003","995","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/06/2013",null,43,0.1,1,635,0.84,55,40,0,0,430,0
"283-31951","01","221545","KRAUSE, A. L. ESTATE","9R","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,204,"1519X","1519X",6324,49,0,null,"No",204,0,1180,0,0,0.708,59,130,"10/20/2006","1863","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","04/16/2007",null,204,1.3,3,1180,0.691,61.5,165,0,0,157,0
"283-31805","01","198518","KILLIAM &amp; GONZALEZ 299","6","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,34,"1054N","1054N",3100,34,100,"Administrative","No",34,0,630,0,0,0.78,60.5,30,"10/22/2003","1300","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/27/2013",null,34,0.1,0,630,0.84,55,40,0,0,340,0
"283-32120","01","243073","KRAUSE, A. L. ESTATE","10","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,125,"1581X","1581X",3875,51,0,null,"No",125,0,1280,0,0,0.705,58.4,231,"11/10/2008","842","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","03/21/2009",null,125,0.4,2,1280,0.715,59.2,120,0,0,313,0
"283-31933","01","220376","KILLAM &amp; GONZALEZ 299","7","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,39,"1147N","1147N",3100,37,100,"Administrative","No",39,0,615,0,0,0.78,59,130,"10/07/2006","506","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/07/2013",null,39,0.1,1,615,0.84,55,35,0,0,390,0
"283-31839","01","204359","PGE MINERAL PROPERTIES LTD 298","3","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,29,"744N","744N",3100,24,100,"Administrative","No",29,0,690,0,0,0.764,68.4,37,"10/08/2004","359","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/27/2013",null,29,0.1,0,690,0.788,55,40,0,0,290,0
"283-32121","01","243074","KRAUSE, A. L. ESTATE","12","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,246,"2046X","2046X",7626,66,0,null,"No",246,0,1400,0,0,0.77,59,205,"11/17/2008","802","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","11/17/2008",null,246,1.2,9,1400,0.77,59,125,0,0,205,0
"283-31803","01","199880","PGE MINERAL PROPERTIES, LTD 298","1","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,40,"1023N","1023N",3100,33,100,"Administrative","No",40,0,715,0,0,0.785,63.6,32,"03/01/2004","3500","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/28/2013",null,40,0.1,1,715,0.9,55,35,0,0,400,0
"283-31886","01","225164","KRAUSE, A. L. ESTATE","7","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,162,"1302X","1302X",5022,42,0,null,"No",162,0,1460,0,0,0.708,58.8,537,"08/18/2005","2015","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","07/11/2006",null,162,3.2,1,1460,0.705,57,130,0,0,51,0
"283-31804","01","199913","PGE MINERAL PROPERTIES, LTD 298","2","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,35,"713N","713N",3100,23,100,"Administrative","No",35,0,650,0,0,0.76,68.7,11,"03/11/2004","798","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/29/2013",null,35,0.1,0,650,0.825,55,35,0,0,350,0
"507-00511","01","055131","NORTON, R. W. JR.","13","PRODUCING","05438500","BANDERA TANK, NW. (SAN MIGUEL)","Capacity / 100% AOF","643402","PATTERSON ENERGY CORPORATION",0,0,10,"0K","0K",null,0,100,"Administrative","No",10,0,80,0,0,0.575,0,0,"04/01/2000","0","Y","Extension to SWR 14(B)(2) denied due to H-15 violation","08/2011",null,"No G10 Test Required","No Exception","No Exception","Exempt","03/24/2007",null,10,0,0,80,0.584,0,25,0,0,0,0
"507-30968","01","079223","CHAPPAROSA RANCH","49","PRODUCING","05434500","BANDERA TANK (SAN MIGUEL)","Exempt","643402","PATTERSON ENERGY CORPORATION",0,0,17,"527N","527N",3100,17,100,"Administrative","No",17,0,105,135,0,0.582,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","12/01/1998",null,17,0,0,105,0.6,0,65,135,0,0,0
"283-31104","01","116835","KRAUSE D","1","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",320,0,100,"1023N","1023N",3100,33,100,"Administrative","No",100,190,0,1200,0,0.465,47.5,28,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","06/30/1987",null,100,3.5,2,1200,0.465,47.5,575,3375,0,28,190
"507-00730","01","043741","NORTON, R. W., JR.","18","PRODUCING","05438500","BANDERA TANK, NW. (SAN MIGUEL)","Capacity / 100% AOF","643402","PATTERSON ENERGY CORPORATION",0,0,10,"155N","155N",3100,5,100,"Administrative","No",10,0,10,0,0,0.573,0,0,"04/01/2000","0","Y","Extension to SWR 14(B)(2) is in effect","08/2011",null,"No G10 Test Required","No Exception","No Exception","Exempt","05/20/2011",null,10,0,0,10,0.585,0,10,0,0,0,0
"507-30159","01","056205","CHAPPAROSA RANCH","38","PRODUCING","05438500","BANDERA TANK, NW. (SAN MIGUEL)","Capacity / 100% AOF","643402","PATTERSON ENERGY CORPORATION",0,0,100,"3100X","3100X",3100,100,0,null,"No",100,0,120,0,0,0.057,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","04/01/2008",null,100,0,0,120,0.585,0,60,0,0,0,0
"283-32108","01","241723","KRAUSE, A. L. ESTATE","11","PRODUCING","04300500","ATLEE (OLMOS)","Capacity / 100% AOF","886261","VIRTEX OPERATING COMPANY, INC.",0,0,187,"1085X","1085X",5797,35,0,null,"No",187,0,1280,0,0,0.705,0,0,"05/22/2008","619","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/22/2008",null,187,0,80,1280,0.705,0,635,0,0,0,0
"465-30465","01","121194","DEATON 123","2","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","350200","HAMMAN OIL &amp; REFINING COMPANY",160,0,97,"837N","837N",3100,27,100,"Administrative","No",97,0,255,0,0,0,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/14/1996",null,97,0,0,255,0.649,0,125,0,0,0,0
"465-30460","01","122528","BUNGER 30","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","350200","HAMMAN OIL &amp; REFINING COMPANY",160,0,79,"248N","248N",3100,8,100,"Administrative","No",79,0,950,400,0,0.632,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","04/25/1990",null,79,0,0,400,0.632,0,330,0,0,0,0
"465-30734","01","204704","BUNGER 5","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,0,"0T","0T",null,0,100,"Administrative","No",0,0,300,0,0,0.662,0,0,"10/21/2004","99","N","No 14(B)(2) extension has been granted",null,"G10I","Regular G-10 Test Required","No Exception","No Exception","Survey","03/20/2013",null,5,0,0,300,0,0,62,0,0,0,0
"019-30216","01","253768","CARTER","1","PRODUCING","05410500","BANDERA (ELLENBURGER)","One Well","643402","PATTERSON ENERGY CORPORATION",0,0,242,"3162#","3162#",7502,102,0,null,"No",242,0,350,0,0,0.65,0,0,"12/20/2008","3133","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/02/2012",null,242,0,1,350,0.66,0,82,0,0,0,0
"507-00533","01","039933","NORTON, RICHARD W. JR.","14","PRODUCING","05438500","BANDERA TANK, NW. (SAN MIGUEL)","Capacity / 100% AOF","643402","PATTERSON ENERGY CORPORATION",0,0,14,"341N","341N",3100,11,100,"Administrative","No",14,0,120,155,0,0.582,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","12/01/1998",null,14,0,0,120,0.6,0,40,155,0,0,0
"465-30439","01","115314","HACKBERRY CANYON 120","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,96,"93N","93N",3100,3,100,"Administrative","No",96,0,0,475,0,0.645,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","11/24/1986",null,96,0,1,475,0.645,0,100,0,0,0,0
"465-30765","01","209209","DEATON 125","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,27,"31N","31N",3100,1,100,"Administrative","No",27,0,320,0,0,0.601,0,0,"05/19/2005","354","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","09/24/2005",null,27,0,0,320,0.601,0,100,0,0,0,0
"465-30737","01","204701","DEATON 123","5","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,4,"124N","124N",3100,4,100,"Administrative","No",4,0,300,0,0,0.661,0,0,"10/20/2004","720","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/10/2013",null,4,0,0,300,0.66,0,60,0,0,0,0
"465-30700","01","201028","DEATON 123","3","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,13,"403N","403N",3100,13,100,"Administrative","No",13,0,300,0,0,0.662,0,0,"02/27/2004","468","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/10/2013",null,13,0,0,300,0.66,0,66,0,0,0,0
"465-30447","01","119021","HACKBERRY CANYON 122","4","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,91,"403N","403N",3100,13,100,"Administrative","No",91,0,280,280,0,0.632,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","04/27/1988",null,91,0,0,280,0.632,0,85,0,0,0,0
"465-30438","01","114793","HACKBERRY CANYON 121","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,69,"93N","93N",3100,3,100,"Administrative","No",69,0,0,390,0,0.634,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","03/09/1987",null,69,0,1,390,0.634,0,110,0,0,0,0
"465-30735","01","204703","DEATON 123","4","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,11,"279N","279N",3100,9,100,"Administrative","No",11,0,300,0,0,0.661,0,0,"10/20/2004","2145","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/20/2013",null,11,0,0,300,0.66,0,60,0,0,0,0
"465-30440","01","114792","HACKBERRY CANYON 121-1/2","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",173.66,0,84,"1395N","1395N",3100,45,100,"Administrative","No",84,0,175,0,0,0.63,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","09/16/2007",null,84,0,0,175,0.661,0,50,0,0,0,0
"465-30446","01","118020","HACKBERRY CANYON 122","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,91,"186N","186N",3100,6,100,"Administrative","No",91,0,340,340,0,0.63,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/25/1990",null,91,0,1,340,0.63,0,80,0,0,0,0
"465-30467","01","122593","BUNGER 31","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","859824","TIDWELL PRODUCTION COMPANY",0,0,40,"0&gt;","0&gt;",null,0,100,"Administrative","No",40,0,595,0,0,0,0,0,"04/01/2000","0","N","No 14(B)(2) extension has been granted",null,"P-2","No G10 Test Required","No Exception","No Exception","Exempt","03/12/1998",null,125,0,2,595,0.063,0,140,0,0,0,0
"127-34364","01","267266","BRISCOE CATARINA RANCH","12H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1446,"44826X","44826X",44826,1446,0,null,"No",1446,0,5315,7037,0,0.799,58.3,6,"06/21/2012","4338","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,1446,230,427,5315,0.799,58.3,2665,7037,0,6,0
"465-30452","01","197971","HACKBERRY CANYON 124","1","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,5,"155N","155N",3100,5,100,"Administrative","No",5,0,300,0,0,0.602,0,0,"08/27/2003","567","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/29/2013",null,5,0,0,300,0.6,0,61,0,0,0,0
"127-34363","01","267264","BRISCOE CATARINA RANCH","11H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1682,"30039X","30039X",52142,969,0,null,"No",1682,0,4765,6688,0,0.815,58.6,6,"06/21/2012","5046","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,1682,247.4,420,4765,0.815,58.6,2390,6688,0,7,0
"127-34366","01","267388","BRISCOE CATARINA RANCH","15H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,2432,"20243X","20243X",75392,653,0,null,"No",2432,0,3925,5774,0,0.761,58,7,"06/21/2012","7359","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,2432,323,397,3925,0.761,58,2629,5774,0,8,0
"465-30717","01","201027","HACKENBERRY CANYON 121 1/2","2","PRODUCING","06262200","BAXTER-WENTWORTH (CANYON SAND)","Capacity / 100% AOF","630591","OXY USA INC.",160,0,6,"186N","186N",3100,6,100,"Administrative","No",6,0,250,0,0,0.661,0,0,"02/24/2004","3750","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/29/2013",null,6,0,0,250,0.66,0,60,0,0,0,0
"127-34367","01","267390","BRISCOE CATARINA RANCH","28H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,2439,"37324X","37324X",75609,1204,0,null,"No",2439,0,4015,5887,0,0.767,58.1,7,"06/21/2012","7370","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,2439,319,432,4015,0.767,58.1,2652,5887,0,8,0
"127-34368","01","267391","BRISCOE CATARINA RANCH","29H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,2367,"35278X","35278X",73377,1138,0,null,"No",2367,0,4175,6142,0,0.761,57.3,6,"06/21/2012","7149","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,2367,356,424,4175,0.761,57.3,2721,6142,0,7,0
"127-34365","01","267278","BRISCOE CATARINA RANCH","14H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1761,"54591X","54591X",54591,1761,0,null,"No",1761,0,5165,7136,0,0.818,58.5,7,"06/21/2012","5284","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/21/2012",null,1761,239.8,420,5165,0.818,58.5,2590,7136,0,7,0
"127-34389","01","267393","BRISCOE CATARINA RANCH","32H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1567,"29946X","29946X",48577,966,0,null,"No",1567,0,4165,9168,0,0.793,58.3,8,"06/22/2012","4700","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/22/2012",null,1567,195,312,4165,0.793,58.3,3115,9168,0,8,0
"127-34388","01","267392","BRISCOE CATARINA RANCH","31H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1509,"39463X","39463X",46779,1273,0,null,"No",1509,0,1515,8039,0,0.789,58,7,"06/22/2012","4528","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/22/2012",null,1509,214,300,1515,0.789,58,3015,8039,0,7,0
"127-34436","01","267890","BRISCOE CATARINA RANCH","36H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1593,"49383X","49383X",49383,1593,0,null,"No",1593,0,3750,0,0,0.795,57,6,"12/11/2012","4780","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/11/2012",null,1593,240,240,3750,0.795,56.8,3006,0,0,7,0
"127-34390","01","267394","BRISCOE CATARINA RANCH","33H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",0,0,2151,"52669X","52669X",66681,1699,0,null,"No",2151,0,2365,7971,0,0.791,58.5,6,"06/22/2012","6454","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","06/22/2012",null,2151,324,490,2365,0.791,58.5,2865,7971,0,7,0
"127-34433","01","267842","BRISCOE CATARINA RANCH","35H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1593,"49383X","49383X",49383,1593,0,null,"No",1593,0,3552,0,0,0.825,57,7,"12/11/2012","4515","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/11/2012",null,1505,192,240,3552,0.825,58.3,2982,0,0,8,0
"127-34440","01","267905","BRISCOE CATARINA RANCH","39H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",440,0,1996,"61876X","61876X",61876,1996,0,null,"No",1996,0,2894,0,0,0.874,58.8,7,"09/24/2012","1996","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/24/2012",null,1996,216,408,2894,0.874,58.8,2478,0,0,9,0
"127-34432","01","267556","BRISCOE CATARINA RANCH","34H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1368,"42408X","42408X",42408,1368,0,null,"No",1368,0,3352,0,0,0.825,57,7,"12/11/2012","4103","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/11/2012",null,1368,192,288,3352,0.825,57,2813,0,0,7,0
"127-34444","01","268320","BRISCOE CATARINA RANCH","43H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1655,"51305X","51305X",51305,1655,0,null,"No",1655,0,6233,7670,0,0.836,54.3,8,"10/09/2012","4965","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/09/2012",null,1655,185,691,6233,0.836,54,3124,7670,0,9,0
"127-34441","01","268318","BRISCOE CATARINA RANCH","40H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1966,"60946X","60946X",60946,1966,0,null,"No",1966,0,5579,6950,0,0.799,58.4,8,"10/25/2012","5898","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/25/2012",null,1966,226.1,487,5579,0.799,58.4,2797,6950,0,9,0
"127-34439","01","267919","BRISCOE CATARINA RANCH","38H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,2057,"45322X","45322X",63767,1462,0,null,"No",2057,0,2694,0,0,0.816,57.8,7,"09/24/2012","2057","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/24/2012",null,2057,264,432,2694,0.816,57.8,2478,0,0,8,0
"127-34434","01","267898","BRISCOE CATARINA RANCH","37H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1421,"44051X","44051X",44051,1421,0,null,"No",1421,0,2965,0,0,0.839,58.3,29,"09/24/2012","1421","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","09/24/2012",null,1421,48,864,2965,0.839,58.3,3115,0,0,30,0
"127-34442","01","268331","BRISCOE CATARINA RANCH","42H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,2055,"63705X","63705X",63705,2055,0,null,"No",2055,0,6077,7492,0,0.789,58.3,7,"10/25/2012","6165","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/25/2012",null,2055,261.6,360,6077,0.789,58.3,3046,7492,0,8,0
"127-34443","01","268319","BRISCOE CATARINA RANCH","41H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,2007,"62217X","62217X",62217,2007,0,null,"No",2007,0,5885,7286,0,0.794,59.1,8,"10/25/2012","6021","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/25/2012",null,2007,246.7,305,5885,0.794,59.1,2950,7286,0,8,0
"127-34448","01","268334","BRISCOE CATARINA RANCH","45H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1757,"54467X","54467X",54467,1757,0,null,"No",1757,0,5955,7418,0,0.846,54.8,7,"10/09/2012","5271","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/09/2012",null,1757,224.2,691,5955,0.846,54.8,2985,7418,0,8,0
"127-34778","01","269379","BRISCOE CATARINA RANCH","53H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1762,"54622X","54622X",54622,1762,0,null,"No",1762,0,2900,0,0,0.795,58,8,"05/12/2013","5286","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","05/12/2013",null,1762,204,281,2900,0.795,58,2568,0,0,9,0
"127-34446","01","268332","BRISCOE CATARINA RANCH","44H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",400,0,1928,"59768X","59768X",59768,1928,0,null,"No",1928,0,6307,7778,0,0.821,54.8,7,"10/09/2012","5784","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","10/09/2012",null,1928,258.5,490,6307,0.821,54.8,3161,7778,0,7,0
"127-34775","01","269319","BRISCOE CATARINA RANCH","52H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1329,"41199X","41199X",41199,1329,0,null,"No",1329,0,2700,0,0,0.797,67.6,6,"05/19/2013","3987","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","05/19/2013",null,1329,192,235,2700,0.797,67.6,2055,0,0,7,0
"127-34755","01","269486","BRISCOE CATARINA RANCH","47H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1545,"47895X","47895X",47895,1545,0,null,"No",1545,0,3250,9156,0,0.785,59.7,9,"02/19/2013","4635","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","02/19/2013",null,1545,160,260,3250,0.785,59.7,2442,9156,0,10,0
