"api","district","lease_num","lease_name","well_num","well_type","field_num","field_name","field_type","operator_num","operator_name","acres","acre_feet","deliv_mcf","allowable","monthly_allowable","top_allowable","capability","special_daily_amount","special_allowable_code","k2_special_flag","deliverability_mcf","calc_deliv_potential","shut_in_pressure","bottom_hole_pressure","rock_pressure","gas_grav","cond_grav","gor","g1_test","g1_test_gas","_14_b2_flag","_14_b2_code","_14_b2_date","form_lack","exception_g10_test","exception_bhp_test","exception_sip_test","test_type","test_date","effective_date","gas_mcf","condensate_bbls","water_bbls","shut_in_well_head_pressure","gas_gravity","condensate_gravity","flowing_pressure","test_bottom_hole_pressure","test_calc_deliv_potential","gas_condensate_ratio","potential"
"311-33780","01","227813","LINDHOLM-HANSON GU","8","PRODUCING","11581333","BRAZIL, SW. (HOSTETTER)","Exempt","076855","BLUESTONE NATURAL RESOURCES, LLC",0,0,93,"14B2EXT","14B2EXT",null,0,100,"Administrative","No",93,0,3800,220,0,0,0,0,null,"0","Y","Extension to SWR 14(B)(2) is denied","06/2013","G-1 |G-5","No G10 Test Required","No Exception","No Exception","Exempt","08/02/2007",null,93,0,215,3800,0.628,0,220,220,0,0,0
"127-34695","01","269303","BRISCOE CATARINA WEST","39H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020542","ANADARKO E&amp;P COMPANY LP",80,0,1221,"37851X","37851X",37851,1221,0,null,"No",1221,0,5815,7731,0,0.794,57,7,"03/01/2013","3663","N","No 14(B)(2) extension has been granted",null,null,"Temporary Exception for New Wells","No Exception","No Exception","Initial","03/01/2013",null,1221,166.3,473,5815,0.794,57,2915,7731,0,7,0
"311-33778","01","214210","BAKER, EARL","10","PRODUCING","11581666","BRAZIL, SW. (WILCOX 11300)","One Well","153429","CIMAREX ENERGY CO. OF COLORADO",0,0,212,"2356#","2356#",6572,76,0,null,"No",212,0,1250,0,0,0.638,50.1,270,"12/15/2005","19503","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/02/2012",null,212,0,71,1250,0.638,0,100,0,0,0,0
"311-33661","01","191754","SCOTT FOUNDATION","1","PRODUCING","10440900","BONNE TERRE (11750)","One Well","169313","COLUMBUS ENERGY, LLC",0,0,208,"2046#","2046#",6448,66,0,null,"No",208,0,3015,0,0,0.63,45.3,967,"08/23/2002","295","N","No 14(B)(2) extension has been granted",null,null,"No G10 Test Required","No Exception","No Exception","Exempt","05/07/2003",null,208,0,15,3015,0.63,45.3,85,0,0,0,0
"127-33644","01","255507","BEINHORN RANCH","2H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,255,"2480X","2480X",7905,80,0,null,"No",255,0,3415,0,0,0.78,57.1,9,"03/01/2010","7721","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,255,68,107,3415,0.78,57.1,539,0,0,4,0
"127-33624","01","252820","BEINHORN RANCH","1H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,235,"6448X","6448X",7285,208,0,null,"No",235,0,3065,0,0,0.81,55.5,4,"09/27/2009","6847","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/05/2013",null,235,43,35,3065,0.81,54.7,356,0,0,5,0
"127-33760","01","260190","BEINHORN RANCH","5H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,680,"18879X","18879X",21080,609,0,null,"No",680,0,3215,0,0,0.875,54.4,6,"01/20/2011","4621","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,680,91,40,3215,0.875,54.4,644,0,0,7,0
"127-33690","01","260076","BEINHORN RANCH","4H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,708,"16182X","16182X",21948,522,0,null,"No",708,0,3965,0,0,0.789,58.4,12,"09/17/2010","6286","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,708,77,45,3965,0.789,58.4,568,0,0,9,0
"127-33872","01","260607","BEINHORN RANCH","8H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,663,"13113X","13113X",20553,423,0,null,"No",663,0,1340,0,0,0.795,54.5,9,"06/14/2011","5241","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,663,81,8,1340,0.795,54.5,526,0,0,8,0
"127-33664","01","256717","BEINHORN RANCH","3H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,345,"9827X","9827X",10695,317,0,null,"No",345,0,3515,0,0,0.799,54.8,8,"05/17/2010","6128","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/09/2013",null,345,50,39,3515,0.799,54.8,172,0,0,7,0
"127-33761","01","260310","BEINHORN RANCH","6H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,243,"7533X","7533X",7533,243,0,null,"No",243,0,3215,0,0,0.814,54.9,6,"01/22/2011","3922","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,243,44,35,3215,0.814,54.9,239,0,0,6,0
"127-34113","01","263873","BEINHORN RANCH","11H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1027,"26691X","26691X",31837,861,0,null,"No",1027,0,3773,0,0,0.797,53.2,7,"11/06/2011","5515","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,1027,145,11,3773,0.797,53.2,1439,0,0,7,0
"127-34114","01","263874","BEINHORN RANCH","12H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,885,"23033X","23033X",27435,743,0,null,"No",885,0,3872,0,0,0.805,54.9,8,"11/05/2011","5179","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,885,51,83,3872,0.805,54.9,1471,0,0,17,0
"127-33871","01","260884","BEINHORN RANCH","7H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,828,"21638X","21638X",25668,698,0,null,"No",828,0,2815,0,0,0.864,55.4,9,"06/13/2011","5239","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Test Required","Survey","03/31/2013",null,828,80,10,0,0.864,55.4,637,0,0,10,0
"127-34115","01","263875","BEINHORN RANCH","21H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,998,"28861X","28861X",30938,931,0,null,"No",998,0,4515,0,0,0.791,57.9,10,"11/14/2011","3383","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/09/2013",null,998,120,84,4515,0.791,57.9,1538,0,0,8,0
"127-33880","01","264021","BEINHORN RANCH","10H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1177,"23467X","23467X",36487,757,0,null,"No",1177,0,3015,0,0,0.83,54.4,8,"10/04/2011","6089","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,1177,236,0,3015,0.83,54.4,1475,0,0,5,0
"127-33879","01","264192","BEINHORN RANCH","9H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1090,"33790X","33790X",33790,1090,0,null,"No",1090,0,4015,0,0,0.79,56.7,7,"10/04/2011","7753","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","03/31/2013",null,1090,202,3,4015,0.79,56.7,1538,0,0,5,0
"127-34260","01","267225","BEINHORN RANCH","13H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1961,"4805X","4805X",60791,155,0,null,"No",1961,0,3740,5588,0,0.734,57.5,5,"05/09/2012","5884","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","05/09/2012",null,1961,377.3,167,3740,0.734,57.5,3415,5588,0,5,0
"127-34259","01","267233","BEINHORN RANCH","14H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",0,0,2071,"11997X","11997X",64201,387,0,null,"No",2071,0,3815,5625,0,0.736,57.9,5,"05/08/2012","6213","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","05/08/2012",null,2071,378.6,152,3815,0.736,57.9,3390,5625,0,5,0
"127-34478","01","267937","BRISCOE CHIP EAST RANCH","11H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1249,"26815X","26815X",38719,865,0,null,"No",1249,0,2730,6971,0,0.867,56.4,8,"01/14/2013","3748","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,1249,149,280,2730,0.867,56.4,1707,6971,0,8,0
"127-34479","01","268064","BRISCOE CHIP EAST RANCH","12H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1083,"28799X","28799X",33573,929,0,null,"No",1083,0,3063,9455,0,0.839,55.8,6,"01/14/2013","3250","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,1083,169,261,3063,0.839,55.8,1771,9455,0,6,0
"127-34261","01","267236","BEINHORN RANCH","15H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,1981,"29326X","29326X",61411,946,0,null,"No",1981,0,3715,5551,0,0.742,56,5,"05/09/2012","5944","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","05/09/2012",null,1981,371.2,219,3715,0.742,56,3415,5551,0,5,0
"127-34480","01","268067","BRISCOE CHIP EAST RANCH","13H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,968,"23715X","23715X",30008,765,0,null,"No",968,0,4190,7112,0,0.762,55,5,"01/14/2013","2903","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,968,192,968,4190,0.762,55,1908,7112,0,5,0
"127-34481","01","268069","BRISCOE CHIP EAST RANCH","15H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,900,"25637X","25637X",27900,827,0,null,"No",900,0,4372,7465,0,0.733,57,5,"01/14/2013","2700","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,900,169,261,4372,0.733,57,2352,7465,0,5,0
"127-34482","01","268072","BRISCOE CHIP EAST RANCH","16H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,873,"25296X","25296X",27063,816,0,null,"No",873,0,4111,7221,0,0.744,56.8,5,"01/14/2013","2620","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,873,168,166,4111,0.744,56.8,2491,7221,0,5,0
"127-34483","01","268073","BRISCOE CHIP EAST RANCH","17H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,821,"22444X","22444X",25451,724,0,null,"No",821,0,4200,7433,0,0.75,56.6,4,"01/14/2013","2463","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/14/2013",null,821,178,259,4200,0.75,56.6,2503,7433,0,5,0
"127-34507","01","268735","BRISCOE CHIP EAST RANCH","18H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,849,"26319X","26319X",26319,849,0,null,"No",849,0,3615,0,0,0.791,56.8,5,"01/23/2013","2547","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/23/2013",null,849,154.5,367,3615,0.791,56.8,2745,0,0,5,0
"127-34508","01","268736","BRISCOE CHIP EAST RANCH","19H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,624,"19344X","19344X",19344,624,0,null,"No",624,0,2890,0,0,0.86,57.8,3,"01/20/2013","1871","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/20/2013",null,624,157,174,2890,0.86,57.8,2534,0,0,4,0
"127-34509","01","268738","BRISCOE CHIP EAST RANCH","20H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,690,"21390X","21390X",21390,690,0,null,"No",690,0,2915,0,0,0.806,56.4,5,"01/23/2013","2070","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","01/23/2013",null,690,130,310,2915,0.806,56.4,2815,0,0,5,0
"127-34511","01","268742","BRISCOE CHIP EAST RANCH","22H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,668,"20708X","20708X",20708,668,0,null,"No",668,0,3588,0,0,0.743,56,4,"12/25/2012","2406","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/25/2012",null,802,225,289,3588,0.743,56,2941,0,0,4,0
"127-34510","01","268741","BRISCOE CHIP EAST RANCH","21H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",360,0,668,"20708X","20708X",20708,668,0,null,"No",668,0,3473,0,0,0.736,55,4,"12/25/2012","2004","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/25/2012",null,668,198,297,3473,0.736,55,2928,0,0,3,0
"127-34524","01","268994","BRISCOE CHIP EAST RANCH","26H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,892,"27652X","27652X",27652,892,0,null,"No",892,0,3315,7718,0,0.794,53.4,3,"12/15/2012","2676","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Initial","12/15/2012",null,892,250,377,3315,0.794,53.4,1765,7718,0,4,0
"127-34523","01","268990","BRISCOE CHIP EAST RANCH","25H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",80,0,1350,"0W","0W",null,888,0,null,"No",1350,0,3415,7934,0,0.787,53.7,4,"12/12/2012","4050","N","No 14(B)(2) extension has been granted",null,"OTHR","Regular G-10 Test Required","No Exception","No Exception","Initial","12/12/2012",null,1350,292,282,3415,0.787,53.7,1965,7934,0,5,0
"479-41255","01","263241","BRISCOE CHUPADERA RANCH","8H","PRODUCING","12018200","BRISCOE RANCH (EAGLEFORD)","Capacity / 100% AOF","020528","ANADARKO E&amp;P ONSHORE LLC",320,0,933,"24893X","24893X",28923,803,0,null,"No",933,0,4115,0,0,0.828,53.1,7,"08/28/2011","3130","N","No 14(B)(2) extension has been granted",null,null,"Regular G-10 Test Required","No Exception","No Exception","Survey","04/06/2013",null,933,105,41,4115,0.828,53.1,256,0,0,9,0
